S#,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
1586,Asia Ramzan,"Islamia University Bhawalpur,Bhawalnagar Campus",Computer Science & IT,Punjab,Lecturer,MCS,,,,,On Study Leave
1587,Dost Muhammad Khan,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of Technology,Mauritius,,"RDBMS, Distributed Systems, Multi-Agent System (MAS), Data Minning and Data Minning Techniques.",
1588,Shahzad Ali,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,,,,"Energy Efficient Cloud Computing, Decision Making Algorithm",
1589,Waqar Aslam,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,Eindhoven University of Technology (TU/e),Netherland,,,HEC Approved Supervisor
1590,Tareef Ali Khan,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MSc,,,,Database & Software Engineering,Incharge Timetable
1591,Najia Saher,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MS,,,,,
1592,Malik Muhammad Saad Missen,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PostDoc,Université de la Rochelle,France,2015,"Information Retrieval/Processing,Web Usability Engineering,Software Quality Assurance",
1593,Mamoona Naveed Asghar,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of Essex,UK,,"Research interests include the security aspects of multimedia (Audio and Video), Compression, Encryption, Steganography, Secure transmission and the Key management schemes for standard and scalable video.",
1594,Imran Sarwar Bajwa,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of Birmingham,UK,,"Natural Language Processing, Automated Software Engineering, Image Processing, Machine Translation",HEC Approved Supervisor
1595,Nadeem Akhtar,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of South Brittany,France,,"Formal software engineering, Software architecture, Multi-agent robotics",HEC Approved Supervisor
1596,Shahzada Khurram,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MSCS,,,,,
1597,Mujtaba Husnain,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MSCS,University of Management and Technology,Pakistan,2006,,On Study Leave
1598,Salman Qadri,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MSCS,,,,,
1599,Muhammad Ateeq,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MSCS,"COMSATS Institute of Information Technology,Wah Cantt",Pakistan,, Computer Networks,
1600,Ali Nawaz Shah,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,, Database Programming,
1601,Humera Arshad,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,Programming & Networking,
1602,Faisal Shahzad ,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,,
1603,Ali Samad Tauni,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,,
1604,Ishrat Hayat Malik,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSCS,,,,"Web Designing and Web Development, Java Mobile Application, Software Development, Urdu Programing using Java, Data Structure, Building E-Commerce Applications.",
1605,Syed Rafaqut Hussain Kazmi,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,"Software Engineering (Testing, Swe Quality Assurence).",
1606,Zaman Ali,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MCS,,,,,
1607, Muzammil-ul-Rehman,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,BSCS,,,,,
1608,Maria Gillani,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,,
1609,Waheed Anwer,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MCS,The Islamia University of Bahawalpur ,Pakistan,2004," Programming, Networking",
1610,Muhammad Munawar Ahmed,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,,
1611,Saima Abdullah,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,PhD,University of Essex,UK,,"Wireless sensor networks. Internet of things(IoT), Scheduling patterns of sensor messages, Node failures management, QoS aware message scheduling",
1612,Muhammad Zeeshan Afzal,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,,On Study Leave
1613,Aisha Hina Mughal,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,BSCS,,,, Image Processing and Artificial Intelligence.,On Study Leave
1614,Muhammad Zeeshan Jhandir,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSc,,,,,On Study Leave
1615,Hafiz Munsub Ali,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSCS,,,,"Stochastic Processes, Markov Logic, Wireless Technology",On Study Leave
1616,Muhammad Omar,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,MSCS,University of Engineering and Technology,Pakistan,2006,,On Study Leave
1617,Shahzad Mumtaz,Islamia University Bhawalpur,Computer Science & IT,Punjab,Lecturer,PhD,"Aston University, Birmingham",UK,,"Machine Learning/Data Science/Data Mining/Statistical Pattern Analysis in general but with a particular interest in probabilistic approaches of high-dimensional data projection approaches and their use in answering questions related to biological problems related to protein analytics, patient specific analytics etc.",
1618,Afsah Imtiaz Elahi,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MS,,,,"SPM, HCI",
1619,Nazir Ahmad,Islamia University Bhawalpur,Computer Science & IT,Punjab,Assistant Professor,MSCS,University of Agriculture Faisalabad,Pakistan,2011,,
1620,Azhar Mushtaq,"University of Sargodha,Bhakkar Campus",Computer Science,Punjab,Assistant Professor/In Charge,,,,,,
1621,Faheem Ahmed Khalid,"University of Sargodha,Bhakkar Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1622,Muhammad Abu Bakar,"University of Sargodha,Bhakkar Campus",Computer Science,Punjab,Lecturer,,,,,,
1623,Khalid Mehmood Aamir,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Assistant Professor/In Charge,PhD,,,,,
1624,M. Waqas Manzoor,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1625,M. Asghar Nadeem,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1626,Mudassar Ali Zaidi,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Lecturer,,,,,,
1627,Hafiz Muhammad Imran,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Lecturer,,,,,,
1628,Shafaan Khaliq,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Lecturer,,,,,,
1629,Samreen Razzaq,"University of Sargodha,Mianwali Campus",Computer Science,Punjab,Lecturer,,,,,,
1630,Mehdi Hassan,University of Chakwal,Computer Science,Punjab,Assistant Professor,PhD,Pakistan Institute of Engineering and Applied Sciences,Pakistan,,Machine Learning,
1631,Imran Faizi,University of Chakwal,Computer Science,Punjab,Lecturer,M.Phil,"University of Engineering and Technology,Taxila",Pakistan,,Data Mining and Network Programming,PhD in progress
1632,Farooq Bilal,University of Chakwal,Computer Science,Punjab,Lecturer,M.Phil,"University of Engineering and Technology,Taxila",Pakistan,,Wireless Sensor Network,PhD in progress
1633,Imran Ullah,University of Chakwal,Computer Science,Punjab,Lecturer,M.Phil,Centre for Advanced Studies in Engineering,Pakistan,,Computer Networks,
1634,Sajeela Yaqoob,University of Chakwal,Computer Science,Punjab,Lecturer,M.Phil,,,,Software Engineering,
1635,Mohsin Raza,University of Chakwal,Computer Science,Punjab,Network Administrator,,,,,,
1636,Muhammad Yasir Bhutta,Ghazi University,Computer Science and Information Technology,Punjab,Head of Department,,,,,,
1637,Hafiz Gulfam Ahmad Umar,Ghazi University,Computer Science and Information Technology,Punjab,Lecturer,,,,,,
1638,Muhammad Jasim Shah,Ghazi University,Computer Science and Information Technology,Punjab,Lecturer,,,,,,
1639,Muhammad Gulzar,Ghazi University,Computer Science and Information Technology,Punjab,Lecturer,,,,,,
1640,Zaib-ul-Nisa Khosa,Ghazi University,Computer Science and Information Technology,Punjab,Lecturer,,,,,,
1641,Tasleem Mustafa,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Assistant Professor/Chairman,,,,,create/use new database technologies to modern hardware and large applications for the proper use of resources.,
1642,Ahsan Raza Sattar,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Assistant Professor,,,,,"create/use new technologies of image enhancement, image information gathering. Decision support system based on image processing.",
1643,Ahsan Latif,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Assistant Professor,PhD,,Austria,,"Computer Vision, Artificial Intelligence, Nonlinear Dynamics",HEC Approved Supervisor
1644,Imran Mumtaz,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Assistant Professor,,,,,,
1645,Salman Afsar Awan,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,,
1646,Ahmed Mateen,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"Software application Design & Analysis for corporate infrastructure’s evaluation, design and implementation are major area of expertise.",
1647,Saqib Ali,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Assistant Professor,PhD,,,,"Networking and distributed computing technology, Multi-channel multi-radio high speed wireless networks, Network performance monitoring and Interference optimization. ",HEC Approved Supervisor
1648,Fahad Jan,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"My main area of research is in the design and implementation of advanced programming languages, including functional languages, object-oriented languages, and concurrent languages.",
1649,Muhammad Azam Zia,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"To extend research methodologies in IT rapid change in technology, IETF design and standardized different transport protocols. To understand and explore the functionalities of these protocols using different simulators like NS-2, Opnet, Qualnet etc.",
1650,Raheela Nasim,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"Theoretical Foundation of Software Engineering, Modeling and Enactment of Software Traditional and Agile Processes, Software Architecture for Service oriented and cloud based provisioning, State-of-the-art and State-of-the Practice in Software Architecture, Evolution of requirements over time, product families and variability.",
1651,Akmal Rehan,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"My main area of research is Data Communication and Networks, which includes the design and implementation of Networks.",
1652,Nayyar Iqbal,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"specialization in object oriented design and analysis with extensive experience in the full life cycle of software design process including requirement definition, analysis, proof of concepts, design, interface implementation, testing and maintenance",
1653,Qamar Nawaz,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,MSCS,,,,,
1654,Hassan Tariq,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,MS,,,,,
1655,Kareem Ullah,University of Agricultre Faisalabad,Computer Science and Engineering,Punjab,Lecturer,,,,,"Global Software Development, Offshore Software Development, Software Requirement Engineering, Software Process Engineering",
1656,M. Ramzan Talib,Government College University Faisalabad,Computer Science,Punjab,Chairperson,,,,,,
1657,Muhammad Kashif Hanif,Government College University Faisalabad,Computer Science,Punjab,Assistant Professor,PhD,Hamburg University of Technology,Germany,2014,,
1658,Sami Ullah,Government College University Faisalabad,Computer Science,Punjab,Assistant Professor,MS,"University of Agriculture, Faisalabad",Pakistan,,,
1659,Muhammad Usman,Government College University Faisalabad,Computer Science,Punjab,Lecturer,,,,,,
1660,Sh. Muhammad Aamir,Government College University Faisalabad,Computer Science,Punjab,Lecturer,MS,"Government College University, Faisalabad",Pakistan,,,
1661,Muhammad Irfan Khan,Government College University Faisalabad,Computer Science,Punjab,Lecturer,MS,"University of Agriculture, Faisalabad",Pakistan,,,
1662,Muhammad Younas,Government College University Faisalabad,Computer Science,Punjab,Lecturer,,,,,,
1663,Tahir Abdullah,Government College University Faisalabad,Computer Science,Punjab,Lecturer,MS,University of the Punjab,Pakistan,,,
1664,Rao Sohail Iqbal Asif,Government College University Faisalabad,Computer Science,Punjab,Lecturer,MS,University of Central Punjab,Pakistan,,,
1665,Nafees Ayub,Government College University Faisalabad,Computer Science,Punjab,Lecturer,MS,"Government College University, Faisalabad",Pakistan,,,
1666,Asma Sajid,Government College University Faisalabad,Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,2013,,
1667,Uzma Jamil,Government College University Faisalabad,Computer Science,Punjab,Lecturer,PhD,"Bahria University,Islamabad",Pakistan,2017,,
1668,Ghulam Ali,Government College University Faisalabad,Computer Science,Punjab,Lecturer,,,,,,
1669,Muhammad Adeel Zahid,Government College University Faisalabad,Computer Science,Punjab,Lecturer,,,,,,
1670,Syeda Mamoona,Government College University Faisalabad,Computer Science,Punjab,Examiniation Coordinator,,,,,,
1671,Muhammad Aater Javed,Government College University Faisalabad,Computer Science,Punjab,Lab Engineer,MS,"University of Agriculture, Faisalabad",Pakistan,,,
1672,Waqar Ahmad,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor/Chairman,MSCS,Blekinge Institute of Technology,Sweden,2010,"Data Mining with emphasis of big data analytics, Machine Learning, Applications of Machine learning and data mining, Decision support system, Applications of machine learning in health sciences",
1673,Muhammad Asif Habib,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,JKU,Austria,,"Computer Networks (Information Network Security (Access Control/Authorization), Cloud Computing Security)",HEC Approved Supervisor
1674,Muhammad Asif,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,Asian Institute of Technology,Thailand,,,HEC Approved Supervisor
1675,Rehan Ashraf,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,"University of Engineering and Technology,Taxila",Pakistan,,"Image classification, Image retrieval, Content-Based Image Retrieval, Machine learning, Computer vision",
1676,Mudassar Ahmad,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,University of Technology,Malaysia,,,
1677,Sohail Jabbar,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,"Bahria University,Islamabad",Pakistan,,Wireless Communication and Networks,
1678,Nadeem Faisal,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,PhD,University of Oviedo,Spain,2017,"E-commerce, usability testing, User interface design, User acceptance testing, User experience design, Databases, Requirement engineering & analysis, Human-computer-interaction.",
